,Accession,Geo_Location,s-gene_location,gene_length,protein_id,protein_length
1881,MT304485,USA,[21562:25384](+),3822.0,QIV15116.1,1273.0
1882,MT304486,USA,[21562:25384](+),3822.0,QIV15128.1,1273.0
1883,MT304487,USA,[21562:25384](+),3822.0,QIV15140.1,1273.0
1884,MT304488,USA,[21562:25384](+),3822.0,QIV15152.1,1273.0
1885,MT304489,USA,[21562:25384](+),3822.0,QIV15164.1,1273.0
1886,MT304490,USA,[21562:25384](+),3822.0,QIV15176.1,1273.0
1887,MT304491,USA,[21562:25384](+),3822.0,QIV15188.1,1273.0
1889,MT281530,Iran,[21518:25340](+),3822.0,QIU80900.1,1273.0
1890,MT281577,China,[21562:25384](+),3822.0,QIU80913.1,1273.0
1891,MT291826,China,[21474:25296](+),3822.0,QIU81765.1,1273.0
1892,MT291827,China,[21525:25347](+),3822.0,QIU81777.1,1273.0
1893,MT291828,China,[21525:25347](+),3822.0,QIU81789.1,1273.0
1894,MT291829,China,[21474:25296](+),3822.0,QIU81801.1,1273.0
1895,MT291830,China,[21474:25296](+),3822.0,QIU81813.1,1273.0
1896,MT291831,China,[21557:25379](+),3822.0,QIU81825.1,1273.0
1897,MT291832,China,[21554:25376](+),3822.0,QIU81837.1,1273.0
1898,MT291833,China,[21542:25364](+),3822.0,QIU81849.1,1273.0
1899,MT291834,China,[21554:25376](+),3822.0,QIU81861.1,1273.0
1900,MT291835,China,[21537:25359](+),3822.0,QIU81873.2,1273.0
1901,MT291836,China,[21554:25376](+),3822.0,QIU81885.1,1273.0
1902,MT292569,Spain,[21508:25330](+),3822.0,QIU78707.1,1273.0
1903,MT292570,Spain,[21508:25330](+),3822.0,QIU78719.1,1273.0
1904,MT292571,Spain,[21508:25330](+),3822.0,QIU78731.1,1273.0
1905,MT292572,Spain,[21508:25330](+),3822.0,QIU78743.1,1273.0
1906,MT292573,Spain,[21508:25330](+),3822.0,QIU78755.1,1273.0
1907,MT292574,Spain,[21508:25330](+),3822.0,QIU78767.1,1273.0
1908,MT292575,Spain,[21508:25330](+),3822.0,QIU78779.1,1273.0
1909,MT292576,Spain,[21508:25330](+),3822.0,QIU78791.1,1273.0
1910,MT292577,Spain,[21508:25330](+),3822.0,QIU78803.1,1273.0
1911,MT292578,Spain,[21508:25330](+),3822.0,QIU78824.1,1273.0
1912,MT292579,Spain,[21508:25330](+),3822.0,QIU78825.1,1273.0
1913,MT292580,Spain,[21508:25330](+),3822.0,QIU78848.1,1273.0
1914,MT292581,Spain,[21508:25330](+),3822.0,QIU78860.1,1273.0
1915,MT292582,Spain,[21508:25330](+),3822.0,QIU78872.1,1273.0
1916,MT293156,USA,[21531:25353](+),3822.0,QIU80925.1,1273.0
1917,MT293157,USA,[21263:25085](+),3822.0,QIU80937.1,1273.0
1918,MT293158,USA,[21461:25283](+),3822.0,QIU80949.1,1273.0
1919,MT293159,USA,[21551:25373](+),3822.0,QIU80961.1,1273.0
1920,MT293160,USA,[21531:25353](+),3822.0,QIU80973.1,1273.0
1921,MT293161,USA,[21526:25348](+),3822.0,QIU80985.1,1273.0
1922,MT293162,USA,[21538:25360](+),3822.0,QIU80997.1,1273.0
1923,MT293163,USA,[21305:25127](+),3822.0,QIU81009.1,1273.0
1924,MT293164,USA,[21472:25294](+),3822.0,QIU81021.1,1273.0
1925,MT293165,USA,[21531:25353](+),3822.0,QIU81033.1,1273.0
1926,MT293166,USA,[21531:25353](+),3822.0,QIU81045.1,1273.0
1927,MT293167,USA,[21455:25277](+),3822.0,QIU81057.1,1273.0
1928,MT293168,USA,[21354:25176](+),3822.0,QIU81069.1,1273.0
1929,MT293169,USA,[21488:25310](+),3822.0,QIU81081.1,1273.0
1930,MT293170,USA,[21448:25270](+),3822.0,QIU81093.1,1273.0
1931,MT293171,USA,[21515:25337](+),3822.0,QIU81105.1,1273.0
1932,MT293172,USA,[21531:25353](+),3822.0,QIU81117.1,1273.0
1933,MT293173,USA,[21475:25297](+),3822.0,QIU81129.1,1273.0
1934,MT293174,USA,[21329:25151](+),3822.0,QIU81141.1,1273.0
1935,MT293175,USA,[21474:25296](+),3822.0,QIU81153.1,1273.0
1936,MT293176,USA,[21531:25353](+),3822.0,QIU81165.1,1273.0
1937,MT293177,USA,[21531:25353](+),3822.0,QIU81177.1,1273.0
1938,MT293178,USA,[21531:25353](+),3822.0,QIU81189.1,1273.0
1939,MT293179,USA,[21523:25345](+),3822.0,QIU81201.1,1273.0
1940,MT293180,USA,[21300:25122](+),3822.0,QIU81213.1,1273.0
1941,MT293181,USA,[21530:25352](+),3822.0,QIU81225.1,1273.0
1942,MT293182,USA,[21530:25352](+),3822.0,QIU81237.1,1273.0
1943,MT293183,USA,[21531:25353](+),3822.0,QIU81249.1,1273.0
1944,MT293184,USA,[21424:25246](+),3822.0,QIU81261.1,1273.0
1945,MT293185,USA,[21303:25125](+),3822.0,QIU81273.1,1273.0
1946,MT293186,USA,[21541:25363](+),3822.0,QIU81285.1,1273.0
1947,MT293187,USA,[21530:25352](+),3822.0,QIU81297.1,1273.0
1948,MT293188,USA,[21476:25298](+),3822.0,QIU81309.1,1273.0
1949,MT293189,USA,[21531:25353](+),3822.0,QIU81321.1,1273.0
1950,MT293190,USA,[21489:25311](+),3822.0,QIU81333.1,1273.0
1951,MT293191,USA,[21371:25193](+),3822.0,QIU81345.1,1273.0
1952,MT293192,USA,[21528:25350](+),3822.0,QIU81357.1,1273.0
1953,MT293193,USA,[20982:24804](+),3822.0,QIU81369.1,1273.0
1954,MT293194,USA,[21303:25125](+),3822.0,QIU81381.1,1273.0
1955,MT293195,USA,[21531:25353](+),3822.0,QIU81393.1,1273.0
1956,MT293196,USA,[21552:25374](+),3822.0,QIU81405.1,1273.0
1957,MT293197,USA,[21334:25156](+),3822.0,QIU81417.1,1273.0
1958,MT293198,USA,[21554:25376](+),3822.0,QIU81429.1,1273.0
1959,MT293199,USA,[21371:25193](+),3822.0,QIU81441.1,1273.0
1960,MT293200,USA,[21539:25361](+),3822.0,QIU81453.1,1273.0
1961,MT293201,USA,[21533:25355](+),3822.0,QIU81465.1,1273.0
1962,MT293202,USA,[21531:25353](+),3822.0,QIU81477.1,1273.0
1963,MT293203,USA,[21258:25080](+),3822.0,QIU81489.1,1273.0
1964,MT293204,USA,[21555:25377](+),3822.0,QIU81501.1,1273.0
1965,MT293205,USA,[21531:25353](+),3822.0,QIU81513.1,1273.0
1966,MT293206,USA,[21302:25124](+),3822.0,QIU81525.1,1273.0
1967,MT293207,USA,[21531:25353](+),3822.0,QIU81537.1,1273.0
1968,MT293208,USA,[21531:25353](+),3822.0,QIU81549.1,1273.0
1969,MT293209,USA,[21531:25353](+),3822.0,QIU81561.1,1273.0
1970,MT293210,USA,[21531:25353](+),3822.0,QIU81573.1,1273.0
1971,MT293211,USA,[21527:25349](+),3822.0,QIU81585.1,1273.0
1972,MT293212,USA,[21546:25368](+),3822.0,QIU81597.1,1273.0
1973,MT293213,USA,[21553:25375](+),3822.0,QIU81609.1,1273.0
1974,MT293214,USA,[21499:25321](+),3822.0,QIU81621.1,1273.0
1975,MT293215,USA,[21538:25360](+),3822.0,QIU81633.1,1273.0
1976,MT293216,USA,[21538:25360](+),3822.0,QIU81645.1,1273.0
1977,MT293217,USA,[20932:24754](+),3822.0,QIU81657.1,1273.0
1978,MT293218,USA,[21531:25353](+),3822.0,QIU81669.1,1273.0
1979,MT293219,USA,[21546:25368](+),3822.0,QIU81681.1,1273.0
1980,MT293220,USA,[21531:25353](+),3822.0,QIU81693.1,1273.0
1981,MT293221,USA,[21278:25100](+),3822.0,QIU81705.1,1273.0
1982,MT293222,USA,[21502:25324](+),3822.0,QIU81717.1,1273.0
1983,MT293223,USA,[21505:25327](+),3822.0,QIU81729.1,1273.0
1984,MT293224,USA,[21537:25359](+),3822.0,QIU81741.1,1273.0
1985,MT293225,USA,[21538:25360](+),3822.0,QIU81753.1,1273.0
1986,MT295464,USA,[21551:25373](+),3822.0,QIU81898.1,1273.0
1987,MT295465,USA,[21552:25374](+),3822.0,QIU81910.1,1273.0
1988,MT276323,USA,[21562:25384](+),3822.0,QIT06879.1,1273.0
1989,MT276324,USA,[21562:25384](+),3822.0,QIT06891.1,1273.0
1990,MT276325,USA,[21562:25384](+),3822.0,QIT06903.1,1273.0
1991,MT276326,USA,[21562:25384](+),3822.0,QIT06915.2,1273.0
1992,MT276327,USA,[21562:25384](+),3822.0,QIT06927.1,1273.0
1993,MT276328,USA,[21562:25384](+),3822.0,QIT06939.1,1273.0
1994,MT276329,USA,[21562:25384](+),3822.0,QIT06951.1,1273.0
1995,MT276330,USA,[21562:25384](+),3822.0,QIT06963.2,1273.0
1996,MT276331,USA,[21562:25384](+),3822.0,QIT06975.1,1273.0
1997,MT276597,Israel,[21542:25364](+),3822.0,QIT06987.1,1273.0
1998,MT276598,Israel,[21566:25388](+),3822.0,QIT06999.1,1273.0
1999,MT262896,USA,[21562:25384](+),3822.0,QIS60299.1,1273.0
2000,MT262897,USA,[21562:25384](+),3822.0,QIS60309.1,1273.0
2001,MT262898,USA,[21562:25384](+),3822.0,QIS60319.1,1273.0
2002,MT262899,USA,[21562:25384](+),3822.0,QIS60329.1,1273.0
2003,MT262900,USA,[21562:25384](+),3822.0,QIS60339.1,1273.0
2004,MT262901,USA,[21562:25384](+),3822.0,QIS60349.1,1273.0
2005,MT262902,USA,[21562:25384](+),3822.0,QIS60359.1,1273.0
2006,MT262903,USA,[21562:25384](+),3822.0,QIS60369.1,1273.0
2007,MT262904,USA,[21562:25384](+),3822.0,QIS60379.1,1273.0
2008,MT262905,USA,[21562:25384](+),3822.0,QIS60389.1,1273.0
2009,MT262906,USA,[21562:25384](+),3822.0,QIS60399.1,1273.0
2010,MT262907,USA,[21562:25384](+),3822.0,QIS60409.1,1273.0
2011,MT262908,USA,[21562:25384](+),3822.0,QIS60419.1,1273.0
2012,MT262909,USA,[21562:25384](+),3822.0,QIS60429.1,1273.0
2013,MT262910,USA,[21562:25384](+),3822.0,QIS60439.1,1273.0
2014,MT262911,USA,[21562:25384](+),3822.0,QIS60449.1,1273.0
2015,MT262912,USA,[21562:25384](+),3822.0,QIS60459.1,1273.0
2016,MT262913,USA,[21562:25384](+),3822.0,QIS60469.1,1273.0
2017,MT262914,USA,[21562:25384](+),3822.0,QIS60479.1,1273.0
2018,MT262915,USA,[21562:25384](+),3822.0,QIS60489.1,1273.0
2019,MT262916,USA,[21562:25384](+),3822.0,QIS60499.1,1273.0
2020,MT262993,Pakistan,[21526:25348](+),3822.0,QIS60276.1,1273.0
2021,MT263074,Peru,[21553:25375](+),3822.0,QIS60288.1,1273.0
2022,MT263381,USA,[21555:25377](+),3822.0,QIS60510.1,1273.0
2023,MT263382,USA,[21549:25371](+),3822.0,QIS60522.1,1273.0
2024,MT263383,USA,[21456:25278](+),3822.0,QIS60534.1,1273.0
2025,MT263384,USA,[21461:25283](+),3822.0,QIS60546.1,1273.0
2026,MT263385,USA,[21269:25091](+),3822.0,QIS60558.1,1273.0
2027,MT263386,USA,[21501:25323](+),3822.0,QIS60570.1,1273.0
2028,MT263387,USA,[21500:25322](+),3822.0,QIS60582.1,1273.0
2029,MT263388,USA,[21438:25260](+),3822.0,QIS60594.1,1273.0
2030,MT263389,USA,[21113:24935](+),3822.0,QIS60606.1,1273.0
2031,MT263390,USA,[21414:25236](+),3822.0,QIS60618.1,1273.0
2032,MT263391,USA,[21558:25380](+),3822.0,QIS60630.1,1273.0
2033,MT263392,USA,[21541:25363](+),3822.0,QIS60642.1,1273.0
2034,MT263393,USA,[21189:25011](+),3822.0,QIS60654.1,1273.0
2035,MT263394,USA,[21397:25219](+),3822.0,QIS60666.1,1273.0
2036,MT263395,USA,[21556:25378](+),3822.0,QIS60678.1,1273.0
2037,MT263396,USA,[21562:25384](+),3822.0,QIS60690.1,1273.0
2038,MT263397,USA,[21261:25083](+),3822.0,QIS60702.1,1273.0
2039,MT263398,USA,[21544:25366](+),3822.0,QIS60714.1,1273.0
2040,MT263399,USA,[21531:25353](+),3822.0,QIS60726.1,1273.0
2041,MT263400,USA,[21500:25322](+),3822.0,QIS60738.1,1273.0
2042,MT263401,USA,[21182:25004](+),3822.0,QIS60750.1,1273.0
2043,MT263402,USA,[21531:25353](+),3822.0,QIS60762.1,1273.0
2044,MT263403,USA,[21531:25353](+),3822.0,QIS60774.1,1273.0
2045,MT263404,USA,[21531:25353](+),3822.0,QIS60786.1,1273.0
2046,MT263405,USA,[21506:25328](+),3822.0,QIS60798.1,1273.0
2047,MT263406,USA,[21538:25360](+),3822.0,QIS60810.1,1273.0
2048,MT263407,USA,[21286:25108](+),3822.0,QIS60822.1,1273.0
2049,MT263408,USA,[21502:25324](+),3822.0,QIS60834.1,1273.0
2050,MT263409,USA,[21197:25019](+),3822.0,QIS60846.1,1273.0
2051,MT263410,USA,[21530:25352](+),3822.0,QIS60858.1,1273.0
2052,MT263411,USA,[21511:25333](+),3822.0,QIS60870.1,1273.0
2053,MT263412,USA,[21489:25311](+),3822.0,QIS60882.1,1273.0
2054,MT263413,USA,[21531:25353](+),3822.0,QIS60894.1,1273.0
2055,MT263414,USA,[21489:25311](+),3822.0,QIS60906.1,1273.0
2056,MT263415,USA,[21488:25310](+),3822.0,QIS60918.1,1273.0
2057,MT263416,USA,[21513:25335](+),3822.0,QIS60930.1,1273.0
2058,MT263417,USA,[21537:25359](+),3822.0,QIS60942.1,1273.0
2059,MT263418,USA,[21539:25361](+),3822.0,QIS60954.1,1273.0
2060,MT263419,USA,[21513:25335](+),3822.0,QIS60966.1,1273.0
2061,MT263420,USA,[21531:25353](+),3822.0,QIS60978.1,1273.0
2062,MT263421,USA,[21559:25381](+),3822.0,QIS60990.1,1273.0
2063,MT263422,USA,[21488:25310](+),3822.0,QIS61002.1,1273.0
2064,MT263423,USA,[21488:25310](+),3822.0,QIS61014.1,1273.0
2065,MT263424,USA,[21506:25328](+),3822.0,QIS61026.1,1273.0
2066,MT263425,USA,[21500:25322](+),3822.0,QIS61038.1,1273.0
2067,MT263426,USA,[21451:25273](+),3822.0,QIS61050.1,1273.0
2068,MT263427,USA,[21469:25291](+),3822.0,QIS61060.1,1273.0
2069,MT263428,USA,[21438:25260](+),3822.0,QIS61074.1,1273.0
2070,MT263429,USA,[21549:25371](+),3822.0,QIS61086.1,1273.0
2071,MT263430,USA,[21497:25319](+),3822.0,QIS61098.1,1273.0
2072,MT263431,USA,[21523:25345](+),3822.0,QIS61110.1,1273.0
2073,MT263432,USA,[21514:25336](+),3822.0,QIS61122.1,1273.0
2074,MT263433,USA,[21531:25353](+),3822.0,QIS61134.1,1273.0
2075,MT263434,USA,[21488:25310](+),3822.0,QIS61146.1,1273.0
2076,MT263435,USA,[21544:25366](+),3822.0,QIS61158.1,1273.0
2077,MT263436,USA,[21536:25358](+),3822.0,QIS61170.1,1273.0
2078,MT263437,USA,[21531:25353](+),3822.0,QIS61182.1,1273.0
2079,MT263438,USA,[21531:25353](+),3822.0,QIS61194.1,1273.0
2080,MT263439,USA,[21530:25352](+),3822.0,QIS61206.1,1273.0
2081,MT263440,USA,[21511:25333](+),3822.0,QIS61218.1,1273.0
2082,MT263441,USA,[21458:25280](+),3822.0,QIS61230.1,1273.0
2083,MT263442,USA,[21479:25301](+),3822.0,QIS61242.1,1273.0
2084,MT263443,USA,[21535:25357](+),3822.0,QIS61254.1,1273.0
2085,MT263444,USA,[21528:25350](+),3822.0,QIS61266.1,1273.0
2086,MT263445,USA,[21560:25382](+),3822.0,QIS61278.1,1273.0
2087,MT263446,USA,[21556:25378](+),3822.0,QIS61290.1,1273.0
2088,MT263447,USA,[21528:25350](+),3822.0,QIS61302.1,1273.0
2089,MT263448,USA,[21488:25310](+),3822.0,QIS61314.1,1273.0
2090,MT263449,USA,[21489:25311](+),3822.0,QIS61326.1,1273.0
2091,MT263450,USA,[21531:25353](+),3822.0,QIS61338.1,1273.0
2092,MT263451,USA,[21414:25236](+),3822.0,QIS61350.1,1273.0
2093,MT263452,USA,[21531:25353](+),3822.0,QIS61362.1,1273.0
2094,MT263453,USA,[21436:25258](+),3822.0,QIS61374.1,1273.0
2095,MT263454,USA,[21527:25349](+),3822.0,QIS61386.1,1273.0
2096,MT263455,USA,[21436:25258](+),3822.0,QIS61398.1,1273.0
2097,MT263456,USA,[21436:25258](+),3822.0,QIS61410.1,1273.0
2098,MT263457,USA,[21488:25310](+),3822.0,QIS61422.1,1273.0
2099,MT263458,USA,[21549:25371](+),3822.0,QIS61434.1,1273.0
2100,MT263459,USA,[21562:25384](+),3822.0,QIS61446.1,1273.0
2101,MT263460,USA,[21414:25236](+),3822.0,QIS61456.1,1273.0
2102,MT263461,USA,[21488:25310](+),3822.0,QIS61468.1,1273.0
2103,MT263462,USA,[21488:25310](+),3822.0,QIS61482.1,1273.0
2104,MT263463,USA,[21527:25349](+),3822.0,QIS61494.1,1273.0
2105,MT263464,USA,[21530:25352](+),3822.0,QIS61506.1,1273.0
2106,MT263465,USA,[21528:25350](+),3822.0,QIS61518.1,1273.0
2108,MT263467,USA,[21512:25334](+),3822.0,QIS61542.1,1273.0
2109,MT263468,USA,[21555:25377](+),3822.0,QIS61554.1,1273.0
2110,MT263469,USA,[21501:25323](+),3822.0,QIS61566.1,1273.0
2113,MT256924,Colombia,[21508:25330](+),3822.0,QIS30054.2,1273.0
2114,MT258377,USA,[21547:25369](+),3822.0,QIS30065.1,1273.0
2115,MT258378,USA,[21551:25373](+),3822.0,QIS30075.1,1273.0
2116,MT258379,USA,[21551:25373](+),3822.0,QIS30085.1,1273.0
2117,MT258380,USA,[21549:25371](+),3822.0,QIS30095.1,1273.0
2118,MT258381,USA,[21558:25380](+),3822.0,QIS30105.1,1273.0
2119,MT258382,USA,[21544:25366](+),3822.0,QIS30115.1,1273.0
2120,MT258383,USA,[21546:25368](+),3822.0,QIS30125.1,1273.0
2127,MT259235,USA,[21414:25236](+),3822.0,QIS30155.1,1273.0
2128,MT259236,USA,[21538:25360](+),3822.0,QIS30165.1,1273.0
2129,MT259237,USA,[21530:25352](+),3822.0,QIS30175.1,1273.0
2130,MT259238,USA,[20820:24642](+),3822.0,QIS30185.1,1273.0
2131,MT259239,USA,[21302:25124](+),3822.0,QIS30195.1,1273.0
2132,MT259240,USA,[21298:25120](+),3822.0,QIS30205.1,1273.0
2133,MT259241,USA,[21341:25163](+),3822.0,QIS30215.1,1273.0
2134,MT259242,USA,[20918:24740](+),3822.0,QIS30225.1,1273.0
2135,MT259243,USA,[21455:25277](+),3822.0,QIS30235.1,1273.0
2136,MT259244,USA,[21528:25350](+),3822.0,QIS30245.1,1273.0
2137,MT259245,USA,[21479:25301](+),3822.0,QIS30255.1,1273.0
2138,MT259246,USA,[21527:25349](+),3822.0,QIS30265.1,1273.0
2139,MT259247,USA,[21305:25127](+),3822.0,QIS30275.1,1273.0
2140,MT259248,USA,[21538:25360](+),3822.0,QIS30285.1,1273.0
2141,MT259249,USA,[21480:25302](+),3822.0,QIS30295.1,1273.0
2142,MT259250,USA,[21366:25188](+),3822.0,QIS30305.1,1273.0
2143,MT259251,USA,[21530:25352](+),3822.0,QIS30315.1,1273.0
2144,MT259252,USA,[21488:25310](+),3822.0,QIS30325.1,1273.0
2145,MT259253,USA,[21472:25294](+),3822.0,QIS30335.1,1273.0
2146,MT259254,USA,[21547:25369](+),3822.0,QIS30345.1,1273.0
2147,MT259255,USA,[21100:24922](+),3822.0,QIS30355.1,1273.0
2148,MT259256,USA,[21531:25353](+),3822.0,QIS30365.1,1273.0
2149,MT259257,USA,[21531:25353](+),3822.0,QIS30375.1,1273.0
2150,MT259258,USA,[21303:25125](+),3822.0,QIS30385.1,1273.0
2151,MT259259,USA,[21044:24866](+),3822.0,QIS30395.1,1273.0
2152,MT259260,USA,[21531:25353](+),3822.0,QIS30405.1,1273.0
2153,MT259261,USA,[21530:25352](+),3822.0,QIS30415.1,1273.0
2154,MT259262,USA,[21310:25132](+),3822.0,QIS30425.1,1273.0
2155,MT259263,USA,[21531:25353](+),3822.0,QIS30435.1,1273.0
2156,MT259264,USA,[21531:25353](+),3822.0,QIS30445.1,1273.0
2157,MT259265,USA,[21219:25041](+),3822.0,QIS30455.1,1273.0
2158,MT259266,USA,[21507:25329](+),3822.0,QIS30465.1,1273.0
2159,MT259267,USA,[21537:25359](+),3822.0,QIS30475.1,1273.0
2160,MT259268,USA,[21414:25236](+),3822.0,QIS30485.1,1273.0
2161,MT259269,USA,[21556:25378](+),3822.0,QIS30495.1,1273.0
2162,MT259270,USA,[21095:24917](+),3822.0,QIS30504.1,1273.0
2163,MT259271,USA,[21550:25372](+),3822.0,QIS30515.1,1273.0
2164,MT259272,USA,[21143:24965](+),3822.0,QIS30525.1,1273.0
2165,MT259273,USA,[21545:25367](+),3822.0,QIS30535.1,1273.0
2166,MT259274,USA,[21446:25268](+),3822.0,QIS30545.1,1273.0
2167,MT259275,USA,[21531:25353](+),3822.0,QIS30555.1,1273.0
2168,MT259276,USA,[21528:25350](+),3822.0,QIS30565.1,1273.0
2169,MT259277,USA,[21543:25365](+),3822.0,QIS30575.1,1273.0
2170,MT259278,USA,[21556:25378](+),3822.0,QIS30585.1,1273.0
2171,MT259279,USA,[21163:24985](+),3822.0,QIS30595.1,1273.0
2172,MT259280,USA,[21305:25127](+),3822.0,QIS30605.1,1273.0
2173,MT259281,USA,[21531:25353](+),3822.0,QIS30615.1,1273.0
2174,MT259282,USA,[21513:25335](+),3822.0,QIS30625.1,1273.0
2175,MT259283,USA,[20946:24768](+),3822.0,QIS30635.1,1273.0
2176,MT259284,USA,[21163:24985](+),3822.0,QIS30645.1,1273.0
2177,MT259285,USA,[21497:25319](+),3822.0,QIS30655.1,1273.0
2178,MT259286,USA,[21536:25358](+),3822.0,QIS30665.1,1273.0
2179,MT259287,USA,[21388:25210](+),3822.0,QIS30675.1,1273.0
2180,LC534418,Japan,[21558:25380](+),3822.0,BCB97891.1,1273.0
2181,LC534419,Japan,[21549:25371](+),3822.0,BCB97901.1,1273.0
2182,MT251972,USA,[21525:25347](+),3822.0,QIQ68464.1,1273.0
2183,MT251973,USA,[21558:25380](+),3822.0,QIQ68474.1,1273.0
2184,MT251974,USA,[21511:25333](+),3822.0,QIQ68484.1,1273.0
2185,MT251975,USA,[21534:25356](+),3822.0,QIQ68494.1,1273.0
2186,MT251976,USA,[21560:25382](+),3822.0,QIQ68504.1,1273.0
2187,MT251977,USA,[21488:25310](+),3822.0,QIQ68514.1,1273.0
2188,MT251978,USA,[21560:25382](+),3822.0,QIQ68524.1,1273.0
2189,MT251979,USA,[21511:25333](+),3822.0,QIQ68534.1,1273.0
2190,MT251980,USA,[21508:25330](+),3822.0,QIQ68544.1,1273.0
2191,MT253696,China,[21508:25330](+),3822.0,QIQ68554.1,1273.0
2192,MT253697,China,[21508:25330](+),3822.0,QIQ68564.1,1273.0
2193,MT253698,China,[21508:25330](+),3822.0,QIQ68574.1,1273.0
2194,MT253699,China,[21508:25330](+),3822.0,QIQ68584.1,1273.0
2195,MT253700,China,[21508:25330](+),3822.0,QIQ68594.1,1273.0
2196,MT253701,China,[21508:25330](+),3822.0,QIQ68604.1,1273.0
2197,MT253702,China,[21508:25330](+),3822.0,QIQ68614.1,1273.0
2198,MT253703,China,[21508:25330](+),3822.0,QIQ68624.1,1273.0
2199,MT253704,China,[21508:25330](+),3822.0,QIQ68634.1,1273.0
2200,MT253705,China,[21508:25330](+),3822.0,QIQ68644.1,1273.0
2201,MT253706,China,[21508:25330](+),3822.0,QIQ68654.1,1273.0
2202,MT253707,China,[21508:25330](+),3822.0,QIQ68664.1,1273.0
2203,MT253708,China,[21508:25330](+),3822.0,QIQ68674.1,1273.0
2204,MT253709,China,[21508:25330](+),3822.0,QIQ68684.1,1273.0
2205,MT253710,China,[21508:25330](+),3822.0,QIQ68694.1,1273.0
2206,MT233526,USA,[21544:25366](+),3822.0,QIQ50182.1,1273.0
2207,MT246449,USA,[21488:25310](+),3822.0,QIQ49762.1,1273.0
2208,MT246450,USA,[21531:25353](+),3822.0,QIQ49772.1,1273.0
2209,MT246451,USA,[21517:25339](+),3822.0,QIQ49782.1,1273.0
2210,MT246452,USA,[21555:25377](+),3822.0,QIQ49792.1,1273.0
2211,MT246453,USA,[21488:25310](+),3822.0,QIQ49802.1,1273.0
2212,MT246454,USA,[21553:25375](+),3822.0,QIQ49812.1,1273.0
2213,MT246455,USA,[21517:25339](+),3822.0,QIQ49822.1,1273.0
2214,MT246456,USA,[21505:25327](+),3822.0,QIQ49832.1,1273.0
2215,MT246457,USA,[21503:25325](+),3822.0,QIQ49842.1,1273.0
2216,MT246458,USA,[21436:25258](+),3822.0,QIQ49852.1,1273.0
2217,MT246459,USA,[21556:25378](+),3822.0,QIQ49862.1,1273.0
2218,MT246460,USA,[21562:25384](+),3822.0,QIQ49872.1,1273.0
2219,MT246461,USA,[21530:25352](+),3822.0,QIQ49882.1,1273.0
2220,MT246462,USA,[21562:25384](+),3822.0,QIQ49892.1,1273.0
2221,MT246463,USA,[21436:25258](+),3822.0,QIQ49902.1,1273.0
2222,MT246464,USA,[21511:25333](+),3822.0,QIQ49912.1,1273.0
2223,MT246465,USA,[21440:25262](+),3822.0,QIQ49922.1,1273.0
2224,MT246466,USA,[21556:25378](+),3822.0,QIQ49932.1,1273.0
2225,MT246467,USA,[21559:25381](+),3822.0,QIQ49942.1,1273.0
2226,MT246468,USA,[21502:25324](+),3822.0,QIQ49952.1,1273.0
2227,MT246469,USA,[21528:25350](+),3822.0,QIQ49962.1,1273.0
2228,MT246470,USA,[21544:25366](+),3822.0,QIQ49972.1,1273.0
2229,MT246471,USA,[21530:25352](+),3822.0,QIQ49982.1,1273.0
2230,MT246472,USA,[21477:25299](+),3822.0,QIQ49992.1,1273.0
2231,MT246473,USA,[21485:25307](+),3822.0,QIQ50002.1,1273.0
2232,MT246474,USA,[21552:25374](+),3822.0,QIQ50012.1,1273.0
2233,MT246475,USA,[21542:25364](+),3822.0,QIQ50022.1,1273.0
2234,MT246476,USA,[21523:25345](+),3822.0,QIQ50032.1,1273.0
2235,MT246477,USA,[21531:25353](+),3822.0,QIQ50042.1,1273.0
2236,MT246478,USA,[21549:25371](+),3822.0,QIQ50052.1,1273.0
2237,MT246479,USA,[21488:25310](+),3822.0,QIQ50062.1,1273.0
2238,MT246480,USA,[21561:25383](+),3822.0,QIQ50072.1,1273.0
2239,MT246481,USA,[21530:25352](+),3822.0,QIQ50082.1,1273.0
2240,MT246482,USA,[21505:25327](+),3822.0,QIQ50092.1,1273.0
2241,MT246483,USA,[21436:25258](+),3822.0,QIQ50102.1,1273.0
2242,MT246484,USA,[21530:25352](+),3822.0,QIQ50112.1,1273.0
2243,MT246485,USA,[21434:25256](+),3822.0,QIQ50122.1,1273.0
2244,MT246486,USA,[21530:25352](+),3822.0,QIQ50132.1,1273.0
2245,MT246487,USA,[21546:25368](+),3822.0,QIQ50142.1,1273.0
2246,MT246488,USA,[21535:25357](+),3822.0,QIQ50152.1,1273.0
2247,MT246489,USA,[21512:25334](+),3822.0,QIQ50162.1,1273.0
2248,MT246490,USA,[21506:25328](+),3822.0,QIQ50172.1,1273.0
2249,MT246667,USA,[21558:25380](+),3822.0,QIQ50192.1,1273.0
2250,MT240479,Pakistan,[21526:25348](+),3822.0,QIQ22760.1,1273.0
2255,MT233519,Spain,[21508:25330](+),3822.0,QIQ08790.1,1273.0
2256,MT233520,Spain,[21508:25330](+),3822.0,QIQ08800.1,1273.0
2257,MT233521,Spain,[21508:25330](+),3822.0,QIQ08810.1,1273.0
2258,MT233522,Spain,[21508:25330](+),3822.0,QIQ08820.1,1273.0
2259,MT233523,Spain,[21508:25330](+),3822.0,QIQ08830.1,1273.0
