,Metabolit,Part,Molecular Formula,Molecular Weight,CID Kanaya,CID Pubchem,Canonical SMILES,Referensi  Antivirus,Referensi  Antimalaria/Antiplasmodium,Referensi  Treatment Meningitis,enumerator,species,CID PubChem,Referensi,Akar,Batang,Daun,Bunga,Buah,Referensi kandungan,Referensi Kandungan,Biji,Essential oil,Cabang,sinonim,Referensi 1,Referensi 2,referensi 3 (part),Sinonim,Referensi 1 (Metabolite),Referensi 2 ,Referensi 3,Referensi 1 (metabolit),"Referensi 2 (3D, Smiles)"
534,Tetrahydroalstonine,,C21H24N2O3,352.17869265,C00025214,,CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,,,,Adnan (MA),1185. Rauvolfia serpentina,72340,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00025214, https://pubchem.ncbi.nlm.nih.gov/compound/Tetrahydroalstonine",,,,,,,,,,,,,,,,,,,,
535,"3,4,5,6-Tetradehydroyohimbine",,C21H23N2O3,351.17086762,C00026852,,,,,,Adnan (MA),1185. Rauvolfia serpentina,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026852,,,,,,,,,,,,,,,,,,,,
536,Strictosidine,,C27H34N2O9,530.2264307,C00029058,,COC(=O)C1=COC(C(C1CC2C3=C(CCN2)C4=CC=CC=C4N3)C=C)OC5C(C(C(C(O5)CO)O)O)O,,,,Adnan (MA),1185. Rauvolfia serpentina,161336 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00029058, https://pubchem.ncbi.nlm.nih.gov/compound/Strictosidine",,,,,,,,,,,,,,,,,,,,
537,12-Hydroxyajmaline,,C20H26N2O3,342.19434271,C00045154,,,,,,Adnan (MA),1185. Rauvolfia serpentina,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00029058,,,,,,,,,,,,,,,,,,,,
538,Vellosimine,,C19H20N2O,292.15756328,C00045433,,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)C=O,,,,Adnan (MA),1185. Rauvolfia serpentina,5281961 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00045433, https://pubchem.ncbi.nlm.nih.gov/compound/Vellosimine",,,,,,,,,,,,,,,,,,,,
539,"4,21-Dehydrogeissoschizine",,C21H23N2O3+,351.17086762,C00051782,,CC=C1C=[N+]2CCC3=C(C2CC1C(=CO)C(=O)OC)NC4=CC=CC=C34,,,,Adnan (MA),1185. Rauvolfia serpentina,5280619,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051782, https://pubchem.ncbi.nlm.nih.gov/compound/4_21-Dehydrogeissoschizine",,,,,,,,,,,,,,,,,,,,
540,Acetylnorajmaline,,C21H26N2O3,354.19434271,C00051783,,CCC1C2CC3C4C5(CC(C2C5OC(=O)C)N3C1O)C6=CC=CC=C6N4,,,,Adnan (MA),1185. Rauvolfia serpentina,91820415 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051783, https://pubchem.ncbi.nlm.nih.gov/compound/Acetylnorajmaline",,,,,,,,,,,,,,,,,,,,
541,Cathenamine,,C21H22N2O3,350.16304258,C00051784,,CC1C2=CN3CCC4=C(C3CC2C(=CO1)C(=O)OC)NC5=CC=CC=C45,,,,Adnan (MA),1185. Rauvolfia serpentina,443361,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051784, https://pubchem.ncbi.nlm.nih.gov/compound/Cathenamine",,,,,,,,,,,,,,,,,,,,
542,16-Epivellosimine,,C19H20N2O,292.15756328,C00051789,,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)C=O,,,,Adnan (MA),1185. Rauvolfia serpentina,11335328 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051789, https://pubchem.ncbi.nlm.nih.gov/compound/16-Epivellosimine",,,,,,,,,,,,,,,,,,,,
543,Polyneuridine aldehyde,,C21H22N2O3,350.16304258,C00051791,,CC=C1CN2C3CC1C(C2CC4=C3NC5=CC=CC=C45)(C=O)C(=O)OC,,,,Adnan (MA),1185. Rauvolfia serpentina,5459873 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051791, https://pubchem.ncbi.nlm.nih.gov/compound/Polyneuridine-aldehyde",,,,,,,,,,,,,,,,,,,,
544,Norajamaline,,C19H24N2O2,312.18377802,C00052043,,,,,,Adnan (MA),1185. Rauvolfia serpentina,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00052043,,,,,,,,,,,,,,,,,,,,
545,Proanthocyanidin A-2,,C30H24O12,576.12677623,C00002934,,C1C(C(OC2=C1C(=CC3=C2C4C(C(O3)(OC5=CC(=CC(=C45)O)O)C6=CC(=C(C=C6)O)O)O)O)C7=CC(=C(C=C7)O)O)O,,,,Adnan (MA),1205. Urceola laevigata,124025,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00002934, https://pubchem.ncbi.nlm.nih.gov/compound/Proanthocyanidin-A2",,,,,,,,,,,,,,,,,,,,
546,Proanthocyanidin A6,,C30H24O12,576.12677623,C00009276,,,,,,Adnan (MA),1205. Urceola laevigata,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00009276,,,,,,,,,,,,,,,,,,,,
547,Cinnamtannin B1,,C45H36O18,864.19016435,C00009291,,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,,,,Adnan (MA),1205. Urceola laevigata,475277,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00009291, https://pubchem.ncbi.nlm.nih.gov/compound/Cinnamtannin-B1",,,,,,,,,,,,,,,,,,,,
548,Aesculitannin B,,C45H36O18,864.19016435,C00009293,,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,,,,Adnan (MA),1205. Urceola laevigata,10010849,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00009293, https://pubchem.ncbi.nlm.nih.gov/compound/Aescultitannin-B",,,,,,,,,,,,,,,,,,,,
549,Parameritannin A1,,C60H48O24,1152.25355247,C00013285,,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C5C6C(C(OC7=CC(=CC(=C67)O)O)(OC5=C(C(=C34)O)C8C(C(OC9=CC(=CC(=C89)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,,,,Adnan (MA),1205. Urceola laevigata,16146159 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00013285, https://pubchem.ncbi.nlm.nih.gov/compound/16146159",,,,,,,,,,,,,,,,,,,,
550,Parameritannin A2,,C60H46O24,1150.2379024,C00033288,,,,,,Adnan (MA),1205. Urceola laevigata,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00033288,,,,,,,,,,,,,,,,,,,,
551,Chrysophanol,,C15H10O4,254.05790881,C00000568,,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,,,,Adnan (MA),349. Achyranthes bidentata,10208,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00000568, https://pubchem.ncbi.nlm.nih.gov/compound/Chrysophanol",,,,,,,,,,,,,,,,,,,,
552,Inokosterone,,C27H44O7,480.30870376,C00003655,,CC(CCC(C(C)(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)O)O)CO,,,,Adnan (MA),349. Achyranthes bidentata,5458789 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003655, https://pubchem.ncbi.nlm.nih.gov/compound/5458789",,,,,,,,,,,,,,,,,,,,
553,Spinasterol,,C29H48O,412.37051615,C00003673,,CCC(C=CC(C)C1CCC2C1(CCC3C2=CCC4C3(CCC(C4)O)C)C)C(C)C,,,,Adnan (MA),349. Achyranthes bidentata,5281331 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00003673, https://pubchem.ncbi.nlm.nih.gov/compound/alpha-Spinasterol",,,,,,,,,,,,,,,,,,,,
554,Oleanolic acid,,C30H48O3,456.3603454,C00019064,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,,,Adnan (MA),349. Achyranthes bidentata,10494 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00019064, https://pubchem.ncbi.nlm.nih.gov/compound/Oleanolic-acid",,,,,,,,,,,,,,,,,,,,
555,Bidentatoside II,,C40H62O13,750.41904207,C00032768,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC(C(=O)O)OCC(=O)O)C)C)C2C1)C)C(=O)OC6C(C(C(C(O6)CO)O)O)O)C,,,,Adnan (MA),349. Achyranthes bidentata,,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00032768, https://pubchem.ncbi.nlm.nih.gov/compound/101129998",,,,,,,,,,,,,,,,,,,,
556,Chikusetsusaponin V methyl ester,,C49H78O19,970.51373031,C00032816,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)OC)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,,,,Adnan (MA),349. Achyranthes bidentata,101669622 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00032816, https://pubchem.ncbi.nlm.nih.gov/compound/Chikusetsusaponin-V-methyl-ester",,,,,,,,,,,,,,,,,,,,
557,Bidentatoside I,,C47H70O20,954.44604468,C00045683,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C7C(C(C(O6)C(=O)O)O)OC(C(O7)OCC(=O)O)(C(=O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C,,,,Adnan (MA),349. Achyranthes bidentata,21592407,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00045683, https://pubchem.ncbi.nlm.nih.gov/compound/Bidentatoside",,,,,,,,,,,,,,,,,,,,
558,Rubrosterone,,C19H26O5,334.17802394,C00048528,,,,,,Adnan (MA),349. Achyranthes bidentata,12315102,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00048528, https://pubchem.ncbi.nlm.nih.gov/compound/Rubrosterone",,,,,,,,,,,,,,,,,,,,
559,α-L-rhamnopyranosyl (1→4)-β-D-glucopyranosyl (1→4)-β-D-glucuronopyranosyl (1→3)-oleanolic acid,seeds,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
560,β-D-galactoyranosyl (1→28) ester saponin,seeds,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
561,hexatriacontane,seeds,C36H74 ,507 g/mol,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,,,,,,Adnan (MA),348. Achyranthes aspera,12412 ,https://pubchem.ncbi.nlm.nih.gov/compound/HEXATRIACONTANE,,,,,,,,,,,,,,,,,,,,
562,10-octacosanone,seeds,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
563,10-triacosanone,seeds,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
564,4-triacontanone,seeds,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
565,β-D-glucopyranosyl ester of a-L-rhamnopyranosyl (1→4)-β-D-glucuronopyranosyl (1→3)-oleanolic acid,unripe fruit,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
566,β-D-glucopyranosyl ester of α-L-rhamnopyranosyl (1→4)-β-D-glucopyranosyl (1→4)-β-D-glucuronopyranosyl (1→3)-oleanolic acid,unripe fruit,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
567,oleanolic acid,"seed, unripened fruit, root",C30H48O3,456.3603454,C00019064,,CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)O)C)C)C2C1)C)C(=O)O)C,,,,Adnan (MA),348. Achyranthes aspera,10494 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00019064, https://pubchem.ncbi.nlm.nih.gov/compound/Oleanolic-acid",,,,,,,,,,,,,,,,,,,,
568,ecdysterone,"root, stem, leaf",C27H44O7 ,480.6 g/mol,,,CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O,,,,Adnan (MA),348. Achyranthes aspera,11081347 ,https://pubchem.ncbi.nlm.nih.gov/compound/Ecdysterone,,,,,,,,,,,,,,,,,,,,
569,betalaine,"root, leaf",C24H26N2O13 ,550.5 g/mol,,,C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O,,,,Adnan (MA),348. Achyranthes aspera,56841626 ,https://pubchem.ncbi.nlm.nih.gov/compound/Betalains,,,,,,,,,,,,,,,,,,,,
570,"36,47-dihydroxyhenpentacontan-4-one",shoot,,,,,,,,,Adnan (MA),348. Achyranthes aspera,,,,,,,,,,,,,,,,,,,,,,
571,betacyanins,leaves,C24H26N2O13 ,550.5 g/mol,,,C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)O)C(=O)[O-])C(=O)O)C(=O)O,,,,Adnan (MA),404. Amaranthus tricolor,6324775 ,https://pubchem.ncbi.nlm.nih.gov/compound/Betacyanin,,,,,,,,,,,,,,,,,,,,
572,betaxanthins,leaves,C18H18N2O6-2,358.3 g/mol,,,COC1=C(C=CC(=C1)CCN=CC=C2CC(NC(=C2)C(=O)[O-])C(=O)[O-])O,,,,Adnan (MA),404. Amaranthus tricolor,135926572 ,https://pubchem.ncbi.nlm.nih.gov/compound/Betaxanthin,,,,,,,,,,,,,,,,,,,,
573,Salicylic acid,leaves,C7H6O3,138.12 g/mol,,,C1=CC=C(C(=C1)C(=O)O)O,,,,Adnan (MA),404. Amaranthus tricolor,338,https://pubchem.ncbi.nlm.nih.gov/compound/Salicylic-acid,,,,,,,,,,,,,,,,,,,,
574,syringic acid,leaves, ‎C9H10O5,198.17 g/mol,,,COC1=CC(=CC(=C1O)OC)C(=O)O,,,,Adnan (MA),404. Amaranthus tricolor,10742,https://pubchem.ncbi.nlm.nih.gov/compound/Syringic-acid,,,,,,,,,,,,,,,,,,,,
575,gallic acid,leaves,C7H6O5,170.12 g/mol,,,C1=C(C=C(C(=C1O)O)O)C(=O)O,,,,Adnan (MA),404. Amaranthus tricolor,370,https://pubchem.ncbi.nlm.nih.gov/compound/Gallic-acid,,,,,,,,,,,,,,,,,,,,
576,vanillic acid,leaves,C8H8O4,168.15 g/mol,,,COC1=C(C=CC(=C1)C(=O)O)O,,,,Adnan (MA),404. Amaranthus tricolor,8468,https://pubchem.ncbi.nlm.nih.gov/compound/Vanillic-acid,,,,,,,,,,,,,,,,,,,,
577,ferulic acid,leaves,‎C10H10O4,194.18 g/mol,,,COC1=C(C=CC(=C1)C=CC(=O)O)O,,,,Adnan (MA),404. Amaranthus tricolor,445858,https://pubchem.ncbi.nlm.nih.gov/compound/Ferulic-acid,,,,,,,,,,,,,,,,,,,,
578,p-coumaric acid,leaves,C9H8O3,164.16 g/mol,,,C1=CC(=CC=C1C=CC(=O)O)O,,,,Adnan (MA),404. Amaranthus tricolor,637542,https://pubchem.ncbi.nlm.nih.gov/compound/4-Hydroxycinnamic-acid,,,,,,,,,,,,,,,,,,,,
579,sinapic acid,leaves,C11H12O5,224.21 g/mol,,,COC1=CC(=CC(=C1O)OC)C=CC(=O)O,,,,Adnan (MA),404. Amaranthus tricolor,637775,https://pubchem.ncbi.nlm.nih.gov/compound/Sinapic-acid,,,,,,,,,,,,,,,,,,,,
580,Amaranthin,,C30H34N2O19,726.17557692,C00001581,,C1C(NC(=CC1=CC=[N+]2C(CC3=CC(=C(C=C32)O)OC4C(C(C(C(O4)CO)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)C(=O)[O-])C(=O)O)C(=O)O,,,,Adnan (MA),404. Amaranthus tricolor,6123095,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001581, https://pubchem.ncbi.nlm.nih.gov/compound/Amaranthin",,,,,,,,,,,,,,,,,,,,
581,Dihydroxyphenylalanine,,,C9H11NO4,197.06880785,,C1=CC(=C(C=C1CC(C(=O)[O-])[NH3+])O)O,,,,Adnan (MA),413. Celosia argentea,6971033,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001357, https://pubchem.ncbi.nlm.nih.gov/compound/Dihydroxyphenylalanine",,,,,,,,,,,,,,,,,,,,
582,Celogenamide A,,,C55H69N11O13,1091.50763137,,CC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CC2=CN(C(C(=O)N1)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C4CCCN4C(=O)C5CCC(=O)N5)C6=CC=CC=C26)C(=O)NC(CCCCN)C(=O)O)CO)CC7=CC=CC=C7,,,,Adnan (MA),413. Celosia argentea,11263281,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026705, https://pubchem.ncbi.nlm.nih.gov/compound/Celogenamide-A",,,,,,,,,,,,,,,,,,,,
583,Celogentin D,,,C57H82N18O11,1194.64104559,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026793,,,,,,,,,,,,,,,,,,,,
584,Celogentin E,,,C51H71N15O13,1101.53557747,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026794,,,,,,,,,,,,,,,,,,,,
585,Celogentin F,,,C53H78N18O11,1142.60974547,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026795,,,,,,,,,,,,,,,,,,,,
586,Celogentin G,,,C48H68N14O10,1000.5242845,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026796,,,,,,,,,,,,,,,,,,,,
587,Celogentin H,,,C52H73N15O13,1115.55122753,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026797,,,,,,,,,,,,,,,,,,,,
588,Celogentin J,,,C54H80N18O11,1156.62539553,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00027058,,,,,,,,,,,,,,,,,,,,
589,Celogentin A,,,C45H63N13O9,929.48717071,,CC(C)CC1C(=O)NC(C(=O)NC2CC3=C(NC4=C3C=CC(=C4)C(C(C(=O)N1)NC(=O)C5CCC(=O)N5)C(C)C)N6C=C(CC(NC(=O)C(NC2=O)CCCN=C(N)N)C(=O)O)N=C6)C(C)C,,,,Adnan (MA),413. Celosia argentea,22829415,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00027056,,,,,,,,,,,,,,,,,,,,
590,Celogentin B,,,C51H70N16O10,1066.54608257,,CC(C)CC1C(=O)NC(C(=O)NC2CC3=C(NC4=C3C=CC(=C4)C(C(C(=O)N1)NC(=O)C5CCC(=O)N5)C(C)C)N6C=C(CC(NC(=O)C(NC2=O)CCCN=C(N)N)C(=O)NC(CC7=CN=CN7)C(=O)O)N=C6)C(C)C,,,,Adnan (MA),413. Celosia argentea,20704435,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00027057,,,,,,,,,,,,,,,,,,,,
591,Celogentin C,,,C50H70N14O10,1026.53993456,,,,,,Adnan (MA),413. Celosia argentea,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00027060,,,,,,,,,,,,,,,,,,,,
592,Moroidin,,,C47H66N14O10,986.50863443,,CC(C)CC1C(=O)NC(C(=O)NC2CC3=C(NC4=C3C=CC(=C4)C(C(C(=O)N1)NC(=O)C5CCC(=O)N5)C(C)C)N6C=C(CC(NC(=O)CNC(=O)C(NC2=O)CCCN=C(N)N)C(=O)O)N=C6)C(C)C,,,,Adnan (MA),413. Celosia argentea,23247762 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00027060, https://pubchem.ncbi.nlm.nih.gov/compound/Moroidin",,,,,,,,,,,,,,,,,,,,
593,"4,5-seco-DOPA",,,C9H11NO6,229.05863709,,C(C(C(=O)O)N)C(=CC(=O)C(=O)O)C=CO,,,,Adnan (MA),413. Celosia argentea,14803858,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00051980, https://pubchem.ncbi.nlm.nih.gov/compound/4_5-Seco-dopa",,,,,,,,,,,,,,,,,,,,
594,Liriodenine,,C17H9NO3,275.05824316,C00001878,,C1OC2=C(O1)C3=C4C(=C2)C=CN=C4C(=O)C5=CC=CC=C53,,,,Adnan (MA),645. Artabotrys hexapetalus,10144,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001878, https://pubchem.ncbi.nlm.nih.gov/compound/Liriodenine",,,,,,,,,,,,,,,,,,,,
595,Artabotryside B,,C26H28O14,564.14790561,C00013738,,CC1C(C(C(C(O1)OC2C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(C=C5)O)CO)O)O)O)O,,,,Adnan (MA),645. Artabotrys hexapetalus,44258976 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00013738, https://pubchem.ncbi.nlm.nih.gov/compound/Artabotryside-B",,,,,,,,,,,,,,,,,,,,
596,Artabotryside A,,C26H28O15,580.14282023,C00013837,,CC1C(C(C(C(O1)OC2C(C(OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)CO)O)O)O)O,,,,Adnan (MA),645. Artabotrys hexapetalus,44259274 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00013837, https://pubchem.ncbi.nlm.nih.gov/compound/Artabotryside-A",,,,,,,,,,,,,,,,,,,,
597,(+)-Tulipalin B,,C5H6O3,114.03169406,C00036320,,C=C1C(COC1=O)O,,,,Adnan (MA),645. Artabotrys hexapetalus,162351 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00036320, https://pubchem.ncbi.nlm.nih.gov/compound/Tulipalin-B",,,,,,,,,,,,,,,,,,,,
598,Artapetalin A,,C22H32O3,344.23514489,C00036765,,CCC=CCC=CCC=CCCCCCCC1=C(C(=C)OC1=O)OC,,,,Adnan (MA),645. Artabotrys hexapetalus,101175475,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00036765, https://pubchem.ncbi.nlm.nih.gov/compound/101175475",,,,,,,,,,,,,,,,,,,,
599,Artapetalin B,,C22H32O4,360.23005951,C00036766,,COC1=C(C(=O)OC1=C)CCCCCCC=CCC=CCC=CCCO,,,,Adnan (MA),645. Artabotrys hexapetalus,101175476,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00036766, https://pubchem.ncbi.nlm.nih.gov/compound/101175476",,,,,,,,,,,,,,,,,,,,
600,Artapetalin C,,C35H56O4,540.41786028,C00036767,,,,,,Adnan (MA),645. Artabotrys hexapetalus,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00036767,,,,,,,,,,,,,,,,,,,,
601,nordine,,,,,,,,,,Adnan (MA),635. Anaxagorea javanica,,https://www.sciencedirect.com/science/article/abs/pii/S1874390012001760,,,,,,,,,,,,,,,,,,,,
602,"4,11-dimethoxyeupolauridine",,,,,,,,,,Adnan (MA),635. Anaxagorea javanica,,https://www.sciencedirect.com/science/article/abs/pii/S1874390012001760,,,,,,,,,,,,,,,,,,,,
603,2-methoxy-3-hydroxyeupolauridine,,,,,,,,,,Adnan (MA),635. Anaxagorea javanica,,https://www.sciencedirect.com/science/article/abs/pii/S1874390012001760,,,,,,,,,,,,,,,,,,,,
604,(+)-Eudesmin,,C22H26O6,386.17293856,C00000640,,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C=C4)OC)OC)OC,,,,Adnan (MA),668. Rollinia mucosa,73117 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00000640, https://pubchem.ncbi.nlm.nih.gov/compound/Eudesmin",,,,,,,,,,,,,,,,,,,,
605,Magnolin,,C23H28O7,416.18350325,C00000641,,COC1=C(C=C(C=C1)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC)OC)OC,,,,Adnan (MA),668. Rollinia mucosa,169234,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00000641, https://pubchem.ncbi.nlm.nih.gov/compound/Magnolin",,,,,,,,,,,,,,,,,,,,
606,(+)-Yangambin,,C24H30O8,446.19406794,C00000642,,COC1=CC(=CC(=C1OC)OC)C2C3COC(C3CO2)C4=CC(=C(C(=C4)OC)OC)OC,,,,Adnan (MA),668. Rollinia mucosa,443028 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00000642, https://pubchem.ncbi.nlm.nih.gov/compound/Yangambin",,,,,,,,,,,,,,,,,,,,
607,Asimicin,,C37H66O7,622.48085446,C00001301,,,,,,Adnan (MA),668. Rollinia mucosa,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001301,,,,,,,,,,,,,,,,,,,,
608,Squamocin,,C37H66O7,622.48085446,C00001323,,CCCCCCC(CCCC(C1CCC(O1)C2CCC(O2)C(CCCCCCCCCCCCC3=CC(OC3=O)C)O)O)O,,,,Adnan (MA),668. Rollinia mucosa,441612 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001323, https://pubchem.ncbi.nlm.nih.gov/compound/Squamocin",,,,,,,,,,,,,,,,,,,,
609,Anonaine,,C17H15NO2,265.11027873,C00001807,,C1CNC2CC3=CC=CC=C3C4=C2C1=CC5=C4OCO5,,,,Adnan (MA),668. Rollinia mucosa,160597,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001807, https://pubchem.ncbi.nlm.nih.gov/compound/Anonaine",,,,,,,,,,,,,,,,,,,,
610,Glaucine,,C21H25NO4,355.17835829,C00001861,,CN1CCC2=CC(=C(C3=C2C1CC4=CC(=C(C=C43)OC)OC)OC)OC,,,,Adnan (MA),668. Rollinia mucosa,16754 ,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00001861, https://pubchem.ncbi.nlm.nih.gov/compound/Glaucine",,,,,,,,,,,,,,,,,,,,
611,(-)-Tuduranine,,C18H19NO3,297.13649348,C00025257,,COC1=C(C2=C3C(CC4=C2C=C(C=C4)O)NCCC3=C1)OC,,,,Adnan (MA),668. Rollinia mucosa,363262,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00025257, https://pubchem.ncbi.nlm.nih.gov/compound/Tsuduranine",,,,,,,,,,,,,,,,,,,,
612,N-Palmitoyltryptamine,,C26H42N2O,398.32971398,C00026909,,CCCCCCCCCCCCCCCC(=O)NCCC1=CNC2=CC=CC=C21,,,,Adnan (MA),668. Rollinia mucosa,3726592,"http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026909, https://pubchem.ncbi.nlm.nih.gov/compound/N-Palmitoyltryptamine",,,,,,,,,,,,,,,,,,,,
613,N-stearoyltryptamine,,C28H46N2O,426.3610141,C00026910,,,,,,Adnan (MA),668. Rollinia mucosa,,http://www.knapsackfamily.com/knapsack_core/information.php?word=C00026910,,,,,,,,,,,,,,,,,,,,
